video_path,label
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00689.mp4,accountant
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00690.mp4,accountant
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00692.mp4,accountant
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00694.mp4,accountant
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00832.mp4,across
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00834.mp4,across
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00835.mp4,across
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00836.mp4,across
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00839.mp4,across
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00842.mp4,across
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00846.mp4,act
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00847.mp4,act
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00849.mp4,act
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00851.mp4,act
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00853.mp4,action
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00854.mp4,action
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00855.mp4,action
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00856.mp4,action
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00858.mp4,action
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00868.mp4,active
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00869.mp4,active
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00871.mp4,active
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00872.mp4,active
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00874.mp4,active
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00890.mp4,activity
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00891.mp4,activity
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00892.mp4,activity
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00894.mp4,activity
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00898.mp4,actor
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00899.mp4,actor
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00900.mp4,actor
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00901.mp4,actor
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00904.mp4,actor
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00943.mp4,adapt
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00944.mp4,adapt
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00946.mp4,adapt
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00947.mp4,adapt
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00949.mp4,adapt
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00951.mp4,adapt
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00961.mp4,add
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00962.mp4,add
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00963.mp4,add
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00964.mp4,add
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00965.mp4,add
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00967.mp4,add
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/00973.mp4,add
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01011.mp4,address
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01012.mp4,address
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01018.mp4,address
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01024.mp4,address
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01064.mp4,adjective
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01065.mp4,adjective
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01066.mp4,adjective
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01068.mp4,adjective
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01073.mp4,adjust
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01074.mp4,adjust
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01076.mp4,adjust
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01079.mp4,adjust
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01100.mp4,admire
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01101.mp4,admire
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01103.mp4,admire
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01107.mp4,admire
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01118.mp4,admit
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01120.mp4,admit
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01122.mp4,admit
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01127.mp4,admit
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01157.mp4,adopt
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01158.mp4,adopt
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01159.mp4,adopt
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01160.mp4,adopt
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01162.mp4,adopt
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01206.mp4,adult
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01207.mp4,adult
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01208.mp4,adult
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01209.mp4,adult
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01214.mp4,adult
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01217.mp4,adult
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01226.mp4,advanced
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01227.mp4,advanced
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01229.mp4,advanced
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01231.mp4,advanced
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01244.mp4,advantage
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01245.mp4,advantage
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01252.mp4,advantage
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01264.mp4,adverb
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01265.mp4,adverb
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01266.mp4,adverb
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01268.mp4,adverb
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01318.mp4,affect
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01319.mp4,affect
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01320.mp4,affect
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01321.mp4,affect
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01323.mp4,affect
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01327.mp4,affect
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01373.mp4,afraid
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01374.mp4,afraid
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01376.mp4,afraid
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01377.mp4,afraid
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01381.mp4,afraid
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01383.mp4,africa
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01384.mp4,africa
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01385.mp4,africa
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01386.mp4,africa
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01387.mp4,africa
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01388.mp4,africa
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01391.mp4,africa
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01398.mp4,africa
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01418.mp4,after
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01419.mp4,after
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01420.mp4,after
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01421.mp4,after
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01422.mp4,after
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01428.mp4,after
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01433.mp4,afternoon
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01434.mp4,afternoon
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01435.mp4,afternoon
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01436.mp4,afternoon
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01438.mp4,afternoon
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01442.mp4,afternoon
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01460.mp4,again
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01461.mp4,again
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01462.mp4,again
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01463.mp4,again
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01464.mp4,again
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01466.mp4,again
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01471.mp4,again
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01473.mp4,against
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01474.mp4,against
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01477.mp4,against
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01479.mp4,against
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01485.mp4,age
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01486.mp4,age
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01487.mp4,age
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01489.mp4,age
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01490.mp4,age
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01495.mp4,age
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01505.mp4,agenda
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01506.mp4,agenda
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01507.mp4,agenda
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01515.mp4,agenda
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01552.mp4,ago
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01553.mp4,ago
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01554.mp4,ago
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01556.mp4,ago
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01557.mp4,ago
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01558.mp4,ago
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01560.mp4,ago
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01561.mp4,ago
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01564.mp4,ago
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01575.mp4,agree
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01576.mp4,agree
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01577.mp4,agree
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01579.mp4,agree
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01582.mp4,agree
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01583.mp4,agreement
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01584.mp4,agreement
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01585.mp4,agreement
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01586.mp4,agreement
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01587.mp4,agreement
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01598.mp4,ahead
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01599.mp4,ahead
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01602.mp4,ahead
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01605.mp4,ahead
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01610.mp4,a
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01612.mp4,a
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01615.mp4,a
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01621.mp4,aid
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01622.mp4,aid
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01624.mp4,aid
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01626.mp4,aid
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01627.mp4,aid
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01642.mp4,aim
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01643.mp4,aim
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01646.mp4,aim
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01652.mp4,aim
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01653.mp4,aim
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01724.mp4,airplane
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01726.mp4,airplane
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01727.mp4,airplane
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01729.mp4,airplane
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01730.mp4,airplane
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01734.mp4,airplane
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01801.mp4,alarm
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01802.mp4,alarm
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01804.mp4,alarm
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01808.mp4,alarm
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01831.mp4,alcohol
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01832.mp4,alcohol
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01836.mp4,alcohol
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01839.mp4,alcohol
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01874.mp4,algebra
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01875.mp4,algebra
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01876.mp4,algebra
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01878.mp4,algebra
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01880.mp4,algebra
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01922.mp4,all day
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01923.mp4,all day
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01924.mp4,all day
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01926.mp4,all day
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01927.mp4,all day
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01955.mp4,allergy
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01956.mp4,allergy
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01957.mp4,allergy
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01960.mp4,allergy
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01962.mp4,allergy
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01965.mp4,allergy
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01986.mp4,all
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01987.mp4,all
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01988.mp4,all
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01991.mp4,all
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/01992.mp4,all
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02003.mp4,all
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02008.mp4,alligator
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02009.mp4,alligator
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02010.mp4,alligator
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02012.mp4,alligator
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02014.mp4,alligator
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02045.mp4,allow
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02046.mp4,allow
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02048.mp4,allow
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02049.mp4,allow
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02052.mp4,allow
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02091.mp4,almost
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02092.mp4,almost
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02093.mp4,almost
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02095.mp4,almost
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02103.mp4,alone
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02104.mp4,alone
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02105.mp4,alone
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02106.mp4,alone
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02108.mp4,alone
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02109.mp4,alone
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02110.mp4,alone
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02112.mp4,alone
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02124.mp4,a lot
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02125.mp4,a lot
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02126.mp4,a lot
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02128.mp4,a lot
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02129.mp4,a lot
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02130.mp4,a lot
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02131.mp4,a lot
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02145.mp4,alphabet
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02149.mp4,alphabet
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02151.mp4,alphabet
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02159.mp4,already
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02160.mp4,already
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02161.mp4,already
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02162.mp4,already
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02163.mp4,already
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02165.mp4,already
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02166.mp4,already
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02168.mp4,already
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02174.mp4,also
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02175.mp4,also
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02177.mp4,also
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02178.mp4,also
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02181.mp4,also
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02228.mp4,always
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02229.mp4,always
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02230.mp4,always
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02231.mp4,always
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02233.mp4,always
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02238.mp4,always
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02269.mp4,amazing
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02273.mp4,amazing
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02276.mp4,amazing
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02285.mp4,amazing
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02349.mp4,america
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02350.mp4,america
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02351.mp4,america
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02353.mp4,america
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02356.mp4,america
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02429.mp4,amputate
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02430.mp4,amputate
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02431.mp4,amputate
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02434.mp4,amputate
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02435.mp4,amputate
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02474.mp4,analyze
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02475.mp4,analyze
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02476.mp4,analyze
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02477.mp4,analyze
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02478.mp4,analyze
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02480.mp4,analyze
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02483.mp4,analyze
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02485.mp4,anatomy
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02487.mp4,anatomy
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02490.mp4,anatomy
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02492.mp4,anatomy
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02518.mp4,and
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02519.mp4,and
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02521.mp4,and
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02525.mp4,and
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02540.mp4,angel
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02541.mp4,angel
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02542.mp4,angel
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02544.mp4,angel
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02545.mp4,angel
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02548.mp4,angel
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02558.mp4,angle
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02559.mp4,angle
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02560.mp4,angle
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02561.mp4,angle
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02563.mp4,angle
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02565.mp4,angry
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02566.mp4,angry
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02567.mp4,angry
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02568.mp4,angry
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02569.mp4,angry
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02572.mp4,angry
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02583.mp4,animal
C:/Users/deeks_w4ub1k8/Sign2Speech/videos/02584.mp4,animal
